Kevin Alves,321.796.048-31,15.928.585-3,Pátio Sabrina Moreira,21/11/2024,30/10/2025
Esther Fernandes,581.396.420-70,65.696.214-2,Largo Pietra Melo,14/10/2023,17/04/2025
Enrico Azevedo,697.015.428-94,73.694.971-0,Recanto Ana Júlia da Conceição,02/09/2024,13/06/2025
Maysa Carvalho,901.876.324-13,44.778.317-9,Praia de Novaes,15/04/2024,27/11/2025
Luiz Otávio Rocha,760.459.128-02,78.590.749-6,Estação de Barros,06/12/2024,09/04/2025
Luiz Otávio da Paz,598.270.431-88,47.700.442-5,Estrada de Barbosa,10/06/2023,03/04/2025
Henrique Moraes,765.284.931-46,79.136.175-4,Favela Paulo Ribeiro,02/02/2024,04/10/2025
Eloah Silveira,923.860.754-00,95.800.553-3,Morro Melo,04/11/2023,20/05/2025
Pedro Miguel Caldeira,657.183.042-62,39.790.521-9,Praia Fernandes,02/01/2024,19/10/2025
Srta. Alice da Rocha,895.730.461-48,29.687.865-4,Setor Castro,21/07/2024,27/01/2026
Marcelo da Luz,325.896.017-86,84.592.201-9,Alameda de Rezende,15/11/2024,19/10/2025
Miguel Sales,678.135.942-82,87.857.950-7,Núcleo Castro,15/05/2024,07/03/2026
Nina Moraes,367.402.598-10,97.937.147-5,Rodovia de Rocha,09/12/2024,07/11/2025
Pedro Henrique Nunes,879.136.502-30,12.839.343-4,Estação de Nascimento,07/12/2023,19/07/2025
Bianca Almeida,945.076.382-83,92.500.854-2,Via Maria Clara Barbosa,21/12/2023,07/04/2025
Breno Fernandes,735.298.164-00,54.396.339-7,Vila Santos,01/06/2024,13/04/2025
Thales Porto,725.184.960-76,84.955.702-9,Aeroporto de Porto,26/04/2024,04/04/2026
Francisco Jesus,375.962.480-47,29.845.166-7,Trevo Oliveira,13/08/2024,03/09/2025
Calebe Cunha,802.759.463-47,32.435.690-0,Condomínio de Viana,07/11/2024,06/09/2026
Ana Sophia Teixeira,638.971.250-21,85.111.889-3,Estrada de Dias,26/12/2023,30/10/2025
Nicolas Azevedo,723.149.806-03,78.434.525-6,Colônia de da Costa,05/07/2024,30/01/2026
Breno Ramos,065.372.189-77,84.935.895-9,Trecho Rodrigues,25/08/2024,03/03/2026
Enzo Cunha,591.467.328-37,17.242.460-4,Vale Marcela da Luz,24/08/2024,21/01/2026
Dra. Kamilly Aragão,074.698.153-84,82.196.542-1,Colônia Rodrigues,14/09/2024,14/03/2026
Cauã Monteiro,102.459.673-70,96.191.387-1,Morro de Moura,23/11/2024,24/06/2026
Luana Teixeira,192.387.465-91,54.783.484-7,Estação de da Cunha,26/08/2024,16/07/2025
Luiz Gustavo Lima,082.739.416-04,99.853.172-7,Praça de Nunes,16/07/2023,17/04/2025
Thiago Rezende,749.503.218-97,37.343.998-9,Largo de Barbosa,11/12/2024,23/09/2025
Lavínia Nascimento,051.892.376-21,22.579.353-2,Sítio Thomas Barros,30/04/2024,29/06/2025
Anthony Nogueira,236.547.019-06,69.679.471-8,Lagoa de Azevedo,13/11/2024,13/05/2026
Isaac Barbosa,418.095.273-41,53.388.329-4,Avenida Helena Cavalcanti,29/12/2023,12/04/2025
Caroline Duarte,502.674.981-01,50.562.541-6,Via de Sales,10/06/2024,11/05/2025
Isadora Azevedo,142.085.763-08,41.774.828-7,Colônia Cunha,14/10/2023,09/09/2025
Isabel Jesus,508.293.147-41,35.369.632-5,Chácara Maria Julia Mendes,22/05/2024,21/05/2026
Isabella Monteiro,257.438.169-64,87.826.472-7,Residencial de Souza,02/10/2024,25/08/2025
Sra. Maria Clara Vieira,596.078.234-00,94.264.151-4,Alameda de Souza,24/08/2024,14/12/2025
Diego Ribeiro,658.209.734-29,58.369.416-2,Passarela de Farias,05/10/2023,21/06/2025
Stephany Sales,869.013.472-78,54.380.773-7,Viaduto Moraes,23/02/2024,25/07/2025
Maria Clara Castro,327.165.489-19,28.635.215-7,Estrada Isaac da Cruz,01/08/2024,21/03/2026
Vitor Hugo Dias,874.196.532-91,43.968.397-9,Praça de Gomes,21/05/2024,01/03/2026
Sra. Bruna Novaes,279.834.165-55,93.813.759-2,Viaduto Aragão,11/11/2024,16/08/2025
Dr. Diego Almeida,784.560.139-00,31.795.845-8,Viaduto de Costa,27/11/2024,17/04/2026
Dr. Davi Lucca Pinto,291.786.045-67,94.142.189-8,Lagoa de da Mata,30/09/2024,23/08/2026
Júlia Moraes,749.305.268-92,56.155.875-9,Campo Farias,30/08/2024,12/06/2026
Sr. Breno Caldeira,710.584.263-62,65.113.579-4,Vale da Mata,22/09/2024,21/01/2026
Júlia Martins,708.625.149-67,25.779.963-0,Conjunto Barros,01/04/2024,23/05/2025
Natália Nascimento,807.612.593-68,59.690.943-5,Campo Maria Eduarda Costa,30/08/2024,03/05/2026
Juan Moreira,940.783.521-97,95.472.317-1,Residencial Nogueira,16/11/2024,08/09/2025
Yago Alves,842.913.607-03,31.179.520-6,Ladeira Natália da Paz,10/12/2024,24/03/2026
Yuri Pereira,936.217.084-13,74.997.327-1,Rodovia Ana Júlia Rodrigues,16/09/2024,01/09/2026
Dr. Thomas Castro,823.169.475-73,33.885.616-2,Distrito de Gonçalves,15/06/2023,13/04/2025
Natália Mendes,681.750.234-90,15.819.362-2,Jardim Carvalho,10/06/2024,13/05/2026
Lorenzo Souza,347.198.625-19,68.969.955-7,Distrito Juan Nascimento,26/02/2024,06/05/2025
Arthur Nogueira,829.467.153-37,97.467.971-9,Passarela Benjamin Pereira,06/08/2023,28/07/2025
Dr. Arthur Pereira,210.965.874-67,92.837.234-2,Favela de Monteiro,06/10/2023,12/08/2025
Clara Caldeira,241.605.738-35,91.593.114-2,Favela Correia,31/03/2024,14/01/2026
Manuela Alves,057.142.689-11,25.554.724-6,Núcleo de Alves,04/11/2024,27/11/2025
Amanda Castro,631.425.078-17,67.282.496-6,Viaduto de Almeida,16/05/2023,01/05/2025
Evelyn Pinto,678.250.314-07,80.503.827-9,Via da Paz,23/04/2024,01/02/2026
Otávio da Cruz,384.716.092-31,94.105.456-8,Recanto Monteiro,23/04/2024,09/07/2025
Luiz Gustavo Gonçalves,384.567.902-65,93.910.586-0,Vale de Nunes,13/02/2024,19/07/2025
Luiz Miguel Nogueira,972.618.035-02,61.419.167-4,Setor Lopes,28/07/2024,10/04/2026
Sabrina da Cruz,231.645.807-62,52.911.484-9,Pátio Bianca Rocha,06/06/2024,13/09/2025
Olivia da Luz,329.158.406-60,70.959.735-4,Conjunto Cardoso,27/12/2023,03/06/2025
Elisa Santos,963.827.415-82,52.608.929-7,Chácara da Mata,25/04/2024,11/02/2026
Marcelo da Mata,624.018.539-60,46.553.383-3,Trecho Kaique Santos,19/11/2024,11/11/2026
Pietra Duarte,506.983.472-00,29.802.161-1,Travessa de da Cruz,03/07/2024,11/03/2026
Srta. Giovanna das Neves,725.096.431-34,84.931.417-5,Loteamento Duarte,22/04/2024,27/05/2025
Joana Alves,734.602.598-92,21.966.221-1,Fazenda Farias,02/12/2024,16/08/2026
Maria Clara Rocha,610.832.745-62,12.682.778-4,Vereda de Farias,14/06/2024,18/11/2025
Melissa Peixoto,057.824.639-29,85.627.766-1,Favela de Gomes,21/11/2024,02/05/2026
Sr. Samuel Cavalcanti,139.620.857-77,28.372.876-6,Favela da Mata,04/10/2024,25/01/2026
Pedro Porto,142.975.803-14,31.932.528-0,Estação Dias,07/08/2024,13/04/2026
Luiz Henrique Peixoto,748.263.901-22,22.959.552-7,Morro Caldeira,09/08/2024,28/06/2025
Sra. Juliana Silva,605.498.732-10,24.758.538-2,Parque Novaes,22/11/2023,16/07/2025
Eduardo Vieira,217.630.459-43,46.364.433-2,Ladeira Nascimento,18/07/2024,10/06/2026
Ana Carolina Martins,356.209.487-65,91.207.283-0,Viaduto de Teixeira,22/09/2024,01/08/2026
Sra. Milena Ramos,364.578.902-29,22.502.330-8,Núcleo Rezende,05/12/2024,28/06/2025
Alexandre Nogueira,201.543.679-07,27.106.638-7,Avenida Stella Vieira,03/03/2024,25/08/2025
Heitor Freitas,439.876.521-28,64.344.911-9,Passarela de Costa,28/02/2024,14/04/2025
Nicole Caldeira,870.563.921-21,87.321.392-2,Praia de Dias,05/12/2024,19/02/2026
Thales Duarte,165.387.049-48,14.601.630-2,Vereda Maria Clara Alves,13/04/2024,01/04/2026
Manuela Silva,971.358.462-73,88.919.899-6,Campo Elisa da Rocha,20/10/2024,27/11/2025
Felipe Viana,543.928.106-15,38.741.467-2,Parque de Lima,07/09/2024,21/09/2025
Gabrielly da Cunha,630.274.158-08,67.715.237-8,Feira Nunes,14/09/2024,10/06/2026
Sra. Bruna da Cunha,403.821.569-51,55.492.625-4,Jardim das Neves,06/07/2024,30/10/2025
Sra. Juliana Rezende,951.873.264-73,38.637.218-7,Morro Eduardo Moreira,19/12/2023,08/09/2025
Thales Cunha,945.217.836-19,46.522.611-7,Residencial de Moraes,18/11/2024,29/07/2025
Juan da Cunha,726.345.018-62,88.197.506-4,Praça de Santos,10/07/2024,25/06/2026
Isabelly Campos,402.157.839-05,58.831.243-0,Núcleo da Rocha,15/04/2024,28/11/2025
Luiz Miguel Mendes,831.094.762-31,74.275.681-4,Área de Ribeiro,27/06/2024,20/10/2025
Alice Gonçalves,135.468.972-00,21.945.663-4,Distrito Leandro Lopes,20/10/2024,18/10/2025
Alícia da Mata,426.907.381-04,84.111.257-0,Praça de da Rosa,25/07/2024,25/12/2025
Maria Vitória Gomes,823.547.019-50,31.645.145-6,Viaduto de Peixoto,19/06/2024,11/06/2025
Isabel da Costa,394.608.715-93,72.823.815-4,Largo Davi Luiz Pires,11/05/2024,08/07/2025
Dr. Vitor Carvalho,398.024.175-05,60.375.728-0,Setor Castro,17/11/2024,23/08/2025
Dra. Carolina da Luz,125.936.048-24,32.569.410-0,Trevo Carolina Monteiro,22/11/2024,19/05/2026
Sra. Amanda Fernandes,621.973.058-59,12.630.710-1,Rodovia de das Neves,17/03/2024,04/11/2025
Pedro Miguel Cardoso,832.460.159-70,41.675.647-8,Residencial Brenda Gonçalves,18/11/2024,29/08/2025
Davi Lucas Monteiro,925.147.386-28,18.721.143-8,Estação Cunha,20/07/2024,21/08/2025
Larissa Costela,725.438.610-17,43.334.757-9,Largo Arthur Oliveira,09/09/2024,06/04/2025
Ana Beatriz Correia,063.528.719-68,69.637.609-6,Rua Fernanda da Costa,30/12/2024,22/08/2026
Sarah Gomes,908.174.365-10,55.230.571-1,Conjunto Luiza Santos,08/04/2024,19/01/2026
Luiz Fernando Dias,978.153.460-57,63.212.419-3,Avenida Yuri Ribeiro,15/12/2024,05/06/2026
Yuri Lima,175.638.902-03,10.530.332-8,Esplanada de Costa,20/08/2024,22/05/2026
Stella Carvalho,670.543.291-80,70.323.334-7,Loteamento de Cardoso,05/06/2024,03/11/2025
Lorena Costa,246.713.895-09,88.869.916-6,Aeroporto Bruna Nascimento,16/05/2024,27/03/2026
Lucas Porto,785.493.261-19,15.410.924-8,Lagoa Gabriela Costela,01/06/2024,12/06/2025
Rafaela Ferreira,632.401.598-05,77.469.700-3,Lago de Peixoto,16/05/2023,19/04/2025
Kamilly Moura,573.689.041-01,47.315.631-8,Morro Isabelly Cardoso,16/05/2024,14/04/2025
Miguel Jesus,653.078.924-38,68.239.390-8,Favela Eduardo da Costa,12/11/2023,07/06/2025
Lucca Porto,376.904.512-25,36.184.919-3,Estrada de Azevedo,05/01/2024,13/07/2025
João Lucas Caldeira,628.945.370-00,43.729.411-2,Núcleo de Souza,12/10/2024,30/01/2026
Isaac Fernandes,024.593.861-33,51.634.897-2,Campo Sophia Lopes,29/10/2024,28/09/2025
Miguel Fogaça,289.647.530-38,43.744.630-8,Trevo Igor Duarte,01/10/2024,14/05/2026
Sophie Fernandes,593.867.412-37,67.886.169-1,Largo das Neves,27/12/2023,05/11/2025
Isis Moreira,795.321.408-32,27.683.589-5,Feira Matheus Almeida,18/11/2024,24/08/2026
Bernardo Aragão,865.321.904-89,21.321.156-5,Setor Levi Pinto,01/10/2024,18/06/2025
Bernardo Nunes,091.635.827-59,20.417.962-3,Sítio Farias,16/06/2024,29/04/2026
Pedro Lucas Fernandes,075.246.189-30,36.456.521-4,Travessa Enzo Gabriel Farias,08/08/2023,07/08/2025
Lorenzo Oliveira,402.957.618-49,42.275.187-2,Rodovia de Silva,22/11/2024,21/06/2025
Emanuella Cardoso,097.813.542-32,89.810.207-5,Loteamento da Costa,11/12/2023,23/11/2025
Yago Duarte,079.128.653-30,92.131.152-6,Aeroporto de da Cunha,03/11/2023,26/09/2025
Alexandre Moraes,658.724.319-37,13.789.202-3,Vale de Farias,02/11/2024,26/10/2026
Alexandre Peixoto,045.732.891-60,86.789.931-0,Passarela de Aragão,14/09/2024,27/09/2025
Antônio Freitas,796.382.451-82,12.144.127-4,Estrada Azevedo,19/11/2023,27/10/2025
Esther da Cruz,569.823.740-92,26.912.202-4,Aeroporto Vitória Jesus,20/04/2024,19/07/2025
Raul Monteiro,846.712.035-53,84.332.156-6,Alameda Barros,23/05/2024,19/12/2025
Ana Luiza Cardoso,924.517.683-55,61.975.717-3,Travessa Luiz Otávio Aragão,17/08/2024,10/03/2026
Sr. Enrico Rodrigues,291.437.680-40,78.520.881-7,Praça da Cruz,06/11/2024,17/08/2025
Ana Júlia Carvalho,418.326.750-17,69.905.950-9,Colônia Thales Freitas,24/12/2023,28/11/2025
Pedro Henrique Farias,298.614.753-46,84.309.321-3,Aeroporto de Rodrigues,23/09/2024,01/10/2025
Sr. Vitor Hugo da Mota,825.346.901-24,28.189.982-7,Vila Pietra Araújo,06/08/2024,01/11/2025
Ana Vitória Azevedo,087.652.491-94,92.113.234-5,Colônia Guilherme Melo,11/10/2024,19/09/2025
Sr. Cauê Pereira,918.350.724-88,56.494.820-7,Favela de Sales,26/12/2024,21/03/2026
Augusto Caldeira,683.490.725-47,63.681.950-1,Travessa Enzo Gabriel da Rocha,20/07/2024,16/05/2025
Marcela Santos,645.803.129-70,63.996.364-0,Residencial Luigi Nogueira,16/03/2024,13/03/2026
Enrico Fogaça,431.265.807-26,32.169.526-0,Lago Letícia Nascimento,17/11/2023,17/09/2025
Calebe Moura,432.087.951-14,23.245.861-1,Área de da Conceição,05/04/2024,11/11/2025
Heloísa da Cunha,796.451.382-64,31.857.693-2,Distrito da Conceição,02/03/2024,20/06/2025
Rodrigo Lima,936.821.570-77,74.942.208-1,Jardim Nathan Moura,08/05/2024,26/08/2025
Sra. Eduarda das Neves,704.186.239-96,18.441.472-9,Trecho de Rodrigues,03/07/2023,24/04/2025
Maria Clara Costela,368.957.204-56,96.535.169-0,Recanto Pedro Miguel Moraes,06/01/2024,28/12/2025
Maria Vitória Gonçalves,097.362.154-07,57.499.577-5,Área Júlia Barbosa,07/04/2024,01/11/2025
Sra. Ana Sophia Gomes,403.569.812-15,34.554.824-6,Loteamento Luiz Otávio Cavalcanti,29/08/2024,17/05/2025
Dr. Henrique Cavalcanti,945.780.123-79,67.899.192-8,Praia de Ribeiro,03/04/2024,09/02/2026
Ana Julia Moreira,542.081.963-51,18.163.152-1,Conjunto Cecília Teixeira,04/07/2024,30/04/2026
Natália Dias,247.916.350-43,90.378.507-4,Praça Guilherme Fogaça,26/12/2024,09/12/2026
Sra. Fernanda da Cruz,243.160.587-62,69.194.803-2,Praia Kevin Dias,12/04/2024,27/11/2025
Agatha Almeida,450.691.783-93,66.794.131-6,Loteamento Ana Beatriz Souza,01/06/2024,05/02/2026
Sr. Pietro Cavalcanti,201.957.864-67,94.884.283-0,Avenida Fernandes,26/12/2024,17/07/2026
Miguel Dias,708.263.945-74,97.892.544-4,Estrada Viana,13/10/2024,25/10/2025
Gabrielly Lima,023.416.957-52,68.436.289-9,Trecho Rodrigues,18/10/2024,05/11/2025
Isabel Ramos,624.380.795-92,29.565.377-0,Travessa Valentina Moura,17/08/2024,12/01/2026
Ana Sophia Pires,412.073.589-32,63.837.158-6,Estrada Rocha,21/01/2024,20/04/2025
Catarina da Cunha,726.834.059-10,27.534.327-2,Praia de Barros,16/01/2024,04/11/2025
Letícia Nunes,610.239.854-89,98.223.275-9,Recanto Alves,08/06/2024,30/05/2026
Emanuella Porto,547.902.318-79,65.915.569-6,Conjunto Kamilly Lopes,07/04/2024,21/07/2025
Lucca Vieira,863.752.109-68,81.617.311-9,Travessa Nunes,07/12/2023,17/08/2025
Dra. Julia Novaes,168.432.057-71,36.757.779-0,Loteamento Lara da Mota,21/01/2024,30/12/2025
Beatriz Nogueira,591.386.270-86,20.339.500-9,Avenida Vieira,14/06/2024,14/06/2026
Levi Souza,179.628.340-13,28.933.708-6,Favela de das Neves,21/12/2023,16/10/2025
Alexia Novaes,367.019.452-52,42.888.789-6,Lagoa de Viana,19/05/2024,06/07/2025
Olivia Cardoso,274.391.806-31,80.965.466-4,Aeroporto de Silveira,16/04/2024,27/01/2026
Dra. Helena Vieira,761.043.985-10,46.191.856-8,Favela Barros,20/05/2024,31/01/2026
Dr. Isaac da Conceição,487.935.061-39,60.975.278-5,Morro de Barbosa,26/01/2024,15/05/2025
Vitor Hugo Nascimento,275.396.084-47,27.558.190-7,Quadra de da Paz,30/09/2024,03/06/2026
Ryan Ribeiro,129.648.570-67,98.565.325-7,Viaduto de Souza,17/05/2023,06/05/2025
Milena Lopes,687.214.059-30,42.894.502-3,Rua Ana Carolina Moraes,28/09/2024,02/12/2025
Sarah Ribeiro,071.652.893-21,35.631.425-6,Ladeira de Moreira,10/12/2024,18/04/2025
Dra. Ana Luiza da Rosa,138.946.072-03,32.587.832-2,Sítio Heitor Pires,04/11/2024,29/08/2026
Ian Pires,349.725.681-19,82.221.188-4,Estação Heloísa Gonçalves,19/08/2024,08/11/2025
Srta. Carolina Melo,684.029.175-85,25.623.990-7,Praça Luiz Henrique da Rosa,10/07/2024,18/07/2025
Luana Gonçalves,201.458.379-04,11.672.233-0,Lago Nogueira,17/04/2024,04/08/2025
Isadora Silveira,618.574.302-71,20.857.528-1,Praia Leonardo Freitas,09/10/2024,26/01/2026
Ana Sophia Sales,472.351.069-99,18.790.498-0,Morro de Novaes,02/03/2024,03/04/2025
Bernardo Costela,528.719.364-55,83.650.473-9,Quadra Ramos,15/10/2023,30/09/2025
Agatha Farias,741.968.025-67,26.846.646-4,Residencial Moreira,23/12/2024,11/07/2026
Davi Lucca Cardoso,210.938.467-04,72.649.427-6,Praça Gomes,24/07/2024,15/07/2025
Leonardo da Mata,674.152.893-82,57.973.503-5,Trecho Cauã Ramos,18/12/2023,02/12/2025
Caio Martins,571.892.036-21,35.160.690-9,Distrito Raul da Paz,25/03/2024,04/09/2025
Pedro Lucas Souza,240.187.395-32,33.362.289-5,Vereda de Barbosa,22/09/2024,27/06/2026
João Pedro Araújo,709.162.345-25,74.245.303-7,Setor Maria Cecília Fernandes,31/07/2024,14/07/2026
Marcos Vinicius Silva,385.017.942-79,17.877.902-7,Aeroporto Ferreira,23/04/2024,03/03/2026
Sra. Emanuelly Teixeira,072.469.385-83,16.529.336-2,Morro Silva,03/11/2024,28/10/2025
Samuel Nascimento,103.286.597-03,33.897.619-4,Viela Thomas Almeida,09/09/2024,26/11/2025
Gustavo Cavalcanti,432.061.957-99,86.636.501-3,Chácara Silveira,22/08/2024,27/05/2025
Marcelo Campos,068.471.253-90,71.847.813-2,Conjunto de Martins,16/09/2023,01/09/2025
Nina Jesus,521.809.637-77,53.164.729-8,Fazenda da Cunha,16/06/2024,06/08/2025
Daniela Sales,935.760.842-74,53.160.120-0,Praia Gomes,05/08/2023,29/04/2025
Rafaela Carvalho,506.829.134-05,30.453.390-8,Estação de Jesus,01/05/2024,11/09/2025
Maria Cecília Costela,207.456.918-11,59.291.214-3,Setor de da Mota,30/12/2023,07/11/2025
Sra. Lívia Pereira,079.186.543-66,78.593.208-8,Sítio da Rosa,05/08/2024,21/05/2025
Pedro Lucas Araújo,618.327.905-68,86.503.530-3,Chácara de da Cruz,12/12/2024,24/09/2026
Alana Castro,349.086.725-47,93.510.570-4,Passarela de Moura,07/11/2024,30/08/2026
Elisa Monteiro,731.506.849-00,46.402.480-4,Lagoa de Campos,05/07/2024,11/07/2025
Dra. Giovanna Novaes,489.706.153-93,10.535.524-4,Via Bárbara Caldeira,10/06/2024,12/10/2025
Lavínia Castro,695.120.437-34,90.460.241-8,Trevo de Fernandes,24/10/2024,03/05/2025
Sra. Milena Cardoso,192.765.430-07,12.708.188-1,Lago Alexandre Rodrigues,29/12/2024,17/11/2025
Maria Eduarda Correia,360.721.948-69,55.585.283-6,Feira de Barbosa,21/11/2024,06/05/2026
Caroline Viana,328.794.160-78,73.357.154-5,Parque Kaique da Mota,08/06/2024,04/06/2026
Vitor Moura,308.269.514-06,39.476.316-4,Vereda de Moraes,02/12/2024,25/01/2026
Rafaela Caldeira,729.103.485-04,37.183.611-5,Campo Otávio Souza,11/07/2024,17/06/2026
Emanuelly Rodrigues,784.023.156-07,81.689.967-2,Colônia João Pedro da Costa,14/05/2024,24/02/2026
Dr. Rafael Gonçalves,762.943.850-83,82.461.118-6,Núcleo de Rocha,21/04/2024,02/03/2026
Helena Cunha,857.216.409-01,86.112.443-7,Colônia Ana Sophia Lopes,23/06/2024,17/08/2025
Augusto Souza,283.157.694-64,22.543.758-1,Parque João Vitor Nunes,07/08/2024,24/04/2025
João Felipe da Rocha,309.514.768-66,79.390.400-8,Parque da Cruz,21/12/2024,25/09/2025
Camila da Mota,569.372.840-47,29.341.977-7,Parque Benjamin Nascimento,31/10/2024,04/05/2025
Dr. Antônio Cunha,985.324.701-14,36.260.707-5,Estação Maria Fernanda Viana,18/08/2024,04/05/2026
Maria Eduarda Melo,176.950.438-93,94.638.440-5,Avenida Nicole Vieira,25/06/2023,11/06/2025
Yago Moura,820.519.647-85,98.357.589-0,Conjunto Mendes,09/02/2024,18/12/2025
Emanuelly Costela,584.216.709-30,29.827.325-5,Jardim de Santos,21/03/2024,06/01/2026
Maria Fernanda Azevedo,380.245.167-80,98.765.416-9,Loteamento Rodrigues,03/01/2024,20/09/2025
Srta. Alana Peixoto,416.970.523-80,67.952.426-9,Núcleo João Felipe Nascimento,03/11/2024,03/07/2025
Dr. Luiz Felipe Caldeira,362.957.480-74,74.310.710-2,Lago de Oliveira,21/06/2024,29/10/2025
Maria Luiza Castro,061.458.973-84,85.526.645-0,Recanto de Gomes,01/08/2024,15/02/2026
Arthur Moura,240.861.957-20,22.152.553-1,Sítio Nicole Barros,10/11/2024,16/09/2025
Bernardo da Luz,985.027.431-04,34.919.729-3,Condomínio de da Conceição,08/06/2024,22/01/2026
Mariana da Costa,821.475.096-20,44.747.909-1,Jardim de Dias,05/12/2024,05/06/2025
João Guilherme da Cruz,389.452.061-24,81.651.562-5,Residencial Pereira,20/11/2024,27/04/2025
Nina Gonçalves,485.790.321-05,20.488.457-3,Passarela de Silva,23/09/2023,13/05/2025
Rodrigo Aragão,136.925.074-61,54.453.155-7,Via Fernanda Almeida,14/07/2024,02/07/2026
Dr. Otávio Fogaça,082.597.641-30,22.108.153-7,Colônia da Cruz,31/10/2024,08/10/2026
Danilo Barros,591.347.602-61,91.284.964-7,Viaduto de Costa,06/01/2024,05/07/2025
Nicole Rocha,538.140.679-75,40.891.301-5,Praia Rafaela Dias,23/06/2024,26/04/2025
Maria Eduarda Aragão,865.920.374-74,68.452.724-2,Ladeira Fernandes,21/11/2023,25/07/2025
Dra. Catarina Lima,174.938.560-01,18.555.660-9,Chácara de Caldeira,13/11/2024,05/07/2025
Dr. Luiz Otávio Cardoso,436.758.290-65,61.772.388-8,Jardim de Araújo,25/08/2024,07/05/2026
Ana Julia Pires,142.360.958-15,36.232.959-1,Alameda Raul Moreira,19/03/2024,17/10/2025
Augusto Silveira,873.640.521-35,99.659.820-9,Travessa Ferreira,06/12/2024,05/04/2025
Nicolas Barros,687.491.320-40,94.183.782-4,Praça Ramos,30/10/2024,18/12/2025
Henrique Moraes,435.679.810-48,46.999.247-8,Estação Costela,21/01/2024,11/07/2025
Beatriz da Rosa,790.162.438-87,79.961.783-6,Colônia Vitor Gabriel Pereira,18/05/2024,23/04/2025
Larissa Novaes,379.601.845-93,45.384.211-7,Aeroporto Luiz Henrique Rezende,18/09/2024,07/12/2025
Ana Clara Ferreira,587.061.934-39,16.189.289-1,Praça da Rocha,02/08/2023,11/07/2025
Dr. Antônio Novaes,302.458.769-10,78.585.510-2,Vila Caio Moreira,20/01/2024,18/04/2025
Ana Carolina da Cruz,637.210.984-04,92.549.362-7,Feira de Pires,09/06/2024,04/06/2025
João Gabriel Moraes,468.059.127-76,81.160.950-2,Quadra Calebe Gonçalves,06/02/2024,01/09/2025
Sra. Rebeca Farias,864.753.920-65,56.904.126-8,Distrito da Conceição,04/12/2024,11/04/2026
Melissa da Paz,510.438.297-41,42.484.269-7,Praia Milena da Mata,26/06/2023,13/06/2025
Dr. João Miguel Teixeira,271.460.935-06,93.960.701-6,Quadra de Gomes,28/09/2023,26/04/2025
Samuel Silva,735.628.491-09,64.636.312-8,Lagoa de Cardoso,08/09/2024,03/08/2025
Sra. Ana Vitória Melo,653.947.208-00,21.942.169-2,Campo Lima,24/05/2024,07/03/2026
Isadora Moreira,362.574.089-38,62.499.219-2,Trevo Danilo Costela,06/12/2023,25/11/2025
Maria Sophia Sales,063.425.198-89,74.304.249-5,Pátio de Lima,04/09/2023,22/07/2025
Catarina Correia,298.763.105-77,90.832.393-0,Vereda Alícia Lopes,27/02/2024,13/09/2025
Carolina Porto,051.273.694-43,50.644.608-0,Pátio da Mota,03/08/2023,12/06/2025
Clara Peixoto,063.825.147-80,74.350.404-5,Setor de Fogaça,04/11/2023,19/09/2025
Gabrielly Barbosa,064.982.513-60,65.878.881-3,Trecho Pinto,27/01/2024,28/06/2025
Giovanna Freitas,453.927.108-32,96.180.504-4,Conjunto de Nascimento,29/04/2024,28/12/2025
Lorena Silveira,784.309.152-14,60.651.417-7,Viela Luiz Fernando Ramos,15/10/2023,27/09/2025
Luigi Gonçalves,314.520.867-53,73.466.434-0,Vila de Viana,30/09/2023,11/08/2025
Vitor Ramos,637.928.145-28,32.778.296-9,Via Farias,08/08/2023,06/08/2025
Noah Silveira,942.613.058-60,50.945.676-6,Área Fernandes,08/06/2024,07/10/2025
Emilly Cunha,067.839.425-38,98.615.192-6,Largo Julia da Conceição,28/06/2024,11/01/2026
Pedro Lucas da Conceição,527.906.841-11,87.637.743-0,Jardim Ramos,27/06/2023,25/05/2025
Luiz Felipe Mendes,368.419.052-70,70.781.469-3,Viaduto Pereira,05/12/2024,02/07/2026
Bryan Farias,205.317.896-59,36.152.734-9,Pátio Moreira,26/12/2024,15/07/2025
Kamilly Aragão,853.617.024-71,14.959.400-4,Conjunto de Pinto,03/03/2024,03/02/2026
Emilly Araújo,053.279.418-41,97.251.398-0,Trecho de Cardoso,09/06/2024,09/09/2025
João Cardoso,627.189.304-03,57.375.571-7,Fazenda Vitória Fernandes,21/09/2024,29/05/2026
Maria Porto,972.015.648-11,18.716.334-9,Passarela Isadora Gonçalves,10/05/2024,29/08/2025
Dra. Daniela Novaes,469.317.285-55,53.763.782-1,Alameda Rocha,09/11/2023,03/04/2025
Dr. Vitor Gabriel Barros,371.864.529-73,16.251.705-4,Praia Breno Sales,05/12/2023,09/08/2025
Marcelo Monteiro,832.760.951-30,43.592.394-3,Parque Rezende,15/11/2024,03/04/2025
Melissa Alves,482.519.706-01,56.423.504-6,Aeroporto de Araújo,20/10/2024,22/05/2026
Diego Mendes,628.370.145-08,89.509.362-8,Recanto de Farias,21/08/2024,30/04/2025
Luiz Henrique Nogueira,852.693.104-06,55.508.858-2,Vale de Melo,29/06/2023,01/06/2025
João Guilherme Ribeiro,174.986.205-02,88.946.241-0,Vale Lorenzo Nunes,14/03/2024,20/07/2025
